"Address","Content Type","Status Code","Status","Indexability","Indexability Status","Title 1","Title 1 Length","Title 1 Pixel Width","Meta Description 1","Meta Description 1 Length","Meta Description 1 Pixel Width","Meta Keywords 1","Meta Keywords 1 Length","H1-1","H1-1 Length","H2-1","H2-1 Length","H2-2","H2-2 Length","Meta Robots 1","X-Robots-Tag 1","Meta Refresh 1","Canonical Link Element 1","rel=""next"" 1","rel=""prev"" 1","HTTP rel=""next"" 1","HTTP rel=""prev"" 1","amphtml Link Element","Size (bytes)","Transferred (bytes)","Total Transferred (bytes)","CO2 (mg)","Carbon Rating","Word Count","Sentence Count","Average Words Per Sentence","Flesch Reading Ease Score","Readability","Text Ratio","Crawl Depth","Folder Depth","Link Score","Inlinks","Unique Inlinks","Unique JS Inlinks","% of Total","Outlinks","Unique Outlinks","Unique JS Outlinks","External Outlinks","Unique External Outlinks","Unique External JS Outlinks","Closest Near Duplicate Match","No. Near Duplicates","Spelling Errors","Grammar Errors","Hash","Response Time","Last Modified","Redirect URL","Redirect Type","Cookies","Language","HTTP Version","Mobile Alternate Link","Closest Semantically Similar Address","Semantic Similarity Score","No. Semantically Similar","Semantic Relevance Score","URL Encoded Address","Crawl Timestamp"
"https://tumbleweedwords.com/subscribe.html","text/html; charset=utf-8","200","OK","Indexable","","Tumbleweed Words — Flash Fiction Written From the Road | David","62","582","Flash fiction written in hostels, on trains, and in city streets. Published in Adelaide Magazine, Litro, The Dundee Anthology, White Wall Review, Poetry Scotland. Pushcart-shortlisted. Free.","190","1171","literary newsletter, flash fiction, nomadic writing, minimalist fiction, Substack literary fiction, free literary newsletter","124","Stories from the streets, sent to your inbox.","45","Your first read. Written in Berlin.","35","What lands in your inbox, came from over there.","47","","","","https://tumbleweedwords.com/subscribe.html","","","","","","87050","21155","21155","8.104","","1146","228","5.026","83.101","Easy","7.982","1","0","","2","2","0","1.940","27","11","0","42","11","0","","","","","d1c40fa70f9930a3525b6d99f14f004d","0.174","Wed, 01 Apr 2026 19:46:02 GMT","","","","en","1.1","","","","","","https://tumbleweedwords.com/subscribe.html","2026-04-02 06:54:43"
"https://tumbleweedwords.com/david.webp","image/webp","200","OK","Indexable","","","0","0","","0","0","","0","","0","","0","","0","","","","","","","","","","35772","35772","35772","13.704","","0","","","","","0.000","1","0","","0","0","0","0.000","0","0","0","0","0","0","","","","","","0.098","Wed, 01 Apr 2026 19:46:02 GMT","","","","","1.1","","","","","","https://tumbleweedwords.com/david.webp","2026-04-02 06:54:44"
"https://tumbleweedwords.com/typewriter.css","text/css; charset=utf-8","200","OK","Indexable","","","0","0","","0","0","","0","","0","","0","","0","","","","","","","","","","186","186","186","0.071","","0","","","","","0.000","1","0","","0","0","0","0.000","0","0","0","0","0","0","","","","","","0.102","Wed, 01 Apr 2026 19:46:02 GMT","","","","","1.1","","","","","","https://tumbleweedwords.com/typewriter.css","2026-04-02 06:54:44"
"https://tumbleweedwords.com/honest-pursuit.html","text/html; charset=utf-8","200","OK","Indexable","","The Honest Pursuit of a Literary Writer | Tumbleweed Words","58","527","A manifesto on what it means to be a literary writer — the isolation, the rejection, the ritual. By David, Tumbleweed Words.","124","768","","0","The Honest Pursuit of a Literary Writer","39","One piece of flash fiction or poetry. Free, every week.","55","One piece of flash fiction or poetry. Free, every week.","55","max-image-preview:large","","","https://tumbleweedwords.com/honest-pursuit.html","","","","","","31312","9369","9369","3.589","","863","108","7.991","76.285","Fairly Easy","16.701","1","0","","5","5","0","4.850","28","10","0","5","4","0","","","","","9e73360c23eee00dccfc3e8197d6ebfa","0.103","Wed, 01 Apr 2026 19:46:02 GMT","","","","en","1.1","","","","","","https://tumbleweedwords.com/honest-pursuit.html","2026-04-02 06:54:44"
"https://tumbleweedwords.com/postcards.html","text/html; charset=utf-8","200","OK","Indexable","","Postcards from nowhere — Travel Photos from the Road | Tumbleweed Words","71","687","Travel photographs from twenty years on the road — Berlin, Seoul, Buenos Aires, Istanbul, Paris, India, Japan and more. The places that made the writing.","153","969","","0","Postcards from nowhere","22","One piece a week, written from everywhere Sent to your inbox","60","One piece of flash fiction or poetry. Free, every week.","55","max-image-preview:large","","","https://tumbleweedwords.com/postcards.html","","","","","","49535","10362","10362","3.969","","838","184","4.554","100.000","Very Easy","9.120","1","0","","6","4","0","3.880","18","7","0","5","3","0","","","","","6b184964ff1525277df0ecbda78520fa","0.151","Wed, 01 Apr 2026 19:46:02 GMT","","","","en","1.1","","","","","","https://tumbleweedwords.com/postcards.html","2026-04-02 06:54:44"
"https://tumbleweedwords.com/viral-poetry.html","text/html; charset=utf-8","200","OK","Indexable","","viral | poetry — Poem | Tumbleweed Words","40","374","A poem about the speed of life. Poetry by David — Tumbleweed Words.","67","450","","0","viral | poetry","14","One piece of flash fiction or poetry. Free, every week.","55","One piece of flash fiction or poetry. Free, every week.","55","max-image-preview:large","","","https://tumbleweedwords.com/viral-poetry.html","","","","","","22572","6685","6685","2.561","","214","39","5.487","92.155","Very Easy","6.662","1","0","","3","3","0","2.910","29","11","0","5","4","0","","","","","af3cf84131b57be1a4b921ee3c3c45a7","0.108","Wed, 01 Apr 2026 19:46:02 GMT","","","","en","1.1","","","","","","https://tumbleweedwords.com/viral-poetry.html","2026-04-02 06:54:44"
"https://tumbleweedwords.com/faq.html","text/html; charset=utf-8","200","OK","Indexable","","FAQ — Your Literary Questions Answered | Tumbleweed Words","57","552","Answers to the most common questions about flash fiction, literary craft, the writing life, and reading.","104","639","flash fiction faq, literary craft questions, writing life faq, what is flash fiction","84","Frequently Asked Questions","26","Written from anywhere Sent to your inbox","40","One piece of flash fiction or poetry. Free, every week.","55","max-image-preview:large","","","https://tumbleweedwords.com/faq.html","","","","","","26609","7407","7407","2.837","","223","49","4.551","77.023","Fairly Easy","6.226","1","0","","225","103","0","100.000","26","12","0","6","3","0","","","","","9038a90ee51b599304ac816431e7373d","0.115","Wed, 01 Apr 2026 19:46:02 GMT","","","","en","1.1","","","","","","https://tumbleweedwords.com/faq.html","2026-04-02 06:54:44"
"https://tumbleweedwords.com/about.html","text/html; charset=utf-8","200","OK","Indexable","","About Tumbleweed Words — Internationally Published Flash Fiction & Poetry | David","81","740","David: internationally published writer and poet, Pushcart-shortlisted, author of Tumbleweed Words — literary newsletter with over 1,200 subscribers.","149","940","","0","About Tumbleweed Words","22","Internationally published fiction and poetry","44","Be in touch, reach out","22","max-image-preview:large","","","https://tumbleweedwords.com/about.html","","","","","","28415","8249","8249","3.160","","281","48","5.854","78.660","Fairly Easy","7.088","1","0","","303","103","0","100.000","25","10","0","11","5","0","","","","","1cca03f5dd30766eeae4151de723c90f","0.142","Wed, 01 Apr 2026 19:46:02 GMT","","","","en","1.1","","","","","","https://tumbleweedwords.com/about.html","2026-04-02 06:54:44"
"https://tumbleweedwords.com/viral-poetry.webp","image/webp","200","OK","Indexable","","","0","0","","0","0","","0","","0","","0","","0","","","","","","","","","","47084","47084","47084","18.037","","0","","","","","0.000","1","0","","0","0","0","0.000","0","0","0","0","0","0","","","","","","0.107","Wed, 01 Apr 2026 19:46:02 GMT","","","","","1.1","","","","","","https://tumbleweedwords.com/viral-poetry.webp","2026-04-02 06:54:45"
"https://tumbleweedwords.com/craft-theory.html","text/html; charset=utf-8","200","OK","Indexable","","Craft and Theory — Flash Fiction Technique, Writing Essays & Influences | Tumbleweed Words","90","830","Craft essays on flash fiction technique: iceberg theory, dirty realism, minimalism, show don't tell. Plus the Influenced By series — Carver, Hemingway, Hempel, Kafka, Woolf and more.","182","1147","flash fiction craft, writing technique, minimalist fiction, dirty realism, iceberg theory, show don't tell, influenced by Raymond Carver, flash fiction essays, writing theory","174","Craft and Theory","16","A slice of flash or poetry Sent from everywhere","47","One piece of flash fiction or poetry. Free, every week.","55","max-image-preview:large","","","https://tumbleweedwords.com/craft-theory.html","","","","","","48676","12512","12512","4.793","","1136","226","5.027","85.334","Easy","14.632","1","0","","232","103","0","100.000","69","43","0","4","3","0","","","","","1083da3d4a64f39f0330e64abc4cb2b2","0.104","Wed, 01 Apr 2026 19:46:02 GMT","","","","en","1.1","","","","","","https://tumbleweedwords.com/craft-theory.html","2026-04-02 06:54:45"
"https://tumbleweedwords.com/hamburger.css","text/css; charset=utf-8","200","OK","Indexable","","","0","0","","0","0","","0","","0","","0","","0","","","","","","","","","","1231","1231","1231","0.472","","0","","","","","0.000","1","0","","0","0","0","0.000","0","0","0","0","0","0","","","","","","0.104","Wed, 01 Apr 2026 19:46:02 GMT","","","","","1.1","","","","","","https://tumbleweedwords.com/hamburger.css","2026-04-02 06:54:45"
"https://tumbleweedwords.com/IMG_20190418_152257_016.webp","image/webp","200","OK","Indexable","","","0","0","","0","0","","0","","0","","0","","0","","","","","","","","","","158734","158734","158734","60.808","","0","","","","","0.000","1","0","","0","0","0","0.000","0","0","0","0","0","0","","","","","","0.096","Wed, 01 Apr 2026 19:46:02 GMT","","","","","1.1","","","","","","https://tumbleweedwords.com/IMG_20190418_152257_016.webp","2026-04-02 06:54:45"
"https://tumbleweedwords.com/lake-bled.webp","image/webp","200","OK","Indexable","","","0","0","","0","0","","0","","0","","0","","0","","","","","","","","","","92700","92700","92700","35.512","","0","","","","","0.000","1","0","","0","0","0","0.000","0","0","0","0","0","0","","","","","","0.153","Wed, 01 Apr 2026 19:46:02 GMT","","","","","1.1","","","","","","https://tumbleweedwords.com/lake-bled.webp","2026-04-02 06:54:45"
"https://tumbleweedwords.com/famous-readings.html","text/html; charset=utf-8","200","OK","Indexable","","Famous Readings — Classic Poetry & Prose Performed | Tumbleweed Words","69","674","Classic poetry and prose read aloud by the writers themselves. Bukowski, Hemingway, Plath, Angelou, Mary Oliver, Ocean Vuong and more.","134","881","poetry readings, famous poetry videos, Bukowski reading, Hemingway interview, Sylvia Plath reads Daddy, Maya Angelou Still I Rise, literary videos","146","Famous readings","15","Stories written on the road Sent to your inbox","46","One piece of flash fiction or poetry. Free, every week.","55","max-image-preview:large","","","https://tumbleweedwords.com/famous-readings.html","","","","","","31364","8455","8455","3.239","","265","62","4.274","84.695","Easy","6.024","1","0","","5","4","0","3.880","23","10","0","9","4","0","","","","","c552cdbe75c36c6672981f35dfe47c2","0.150","Wed, 01 Apr 2026 19:46:02 GMT","","","","en","1.1","","","","","","https://tumbleweedwords.com/famous-readings.html","2026-04-02 06:54:45"
"https://tumbleweedwords.com/essays-and-culture.html","text/html; charset=utf-8","200","OK","Indexable","","Essays & Culture | Tumbleweed Words","35","339","Essays on literature, publishing, the writing life, and what the best new books are doing. Flash fiction economics, newsletters, the Pushcart Prize, and more.","158","979","literary essays, publishing culture, literary newsletters, flash fiction economics, Pushcart Prize, literary fiction 2026, poetry 2026","134","Essays and Culture","18","Stories written on the road Sent to your inbox","46","One piece of flash fiction or poetry. Free, every week.","55","max-image-preview:large","","","https://tumbleweedwords.com/essays-and-culture.html","","","","","","32639","9029","9029","3.459","","552","97","5.691","78.603","Fairly Easy","11.177","1","0","","448","103","0","100.000","49","23","0","8","6","0","","","","","b7fdc92d7881247c6cb024c38f1dd3d8","0.148","Wed, 01 Apr 2026 19:46:02 GMT","","","","en","1.1","","","","","","https://tumbleweedwords.com/essays-and-culture.html","2026-04-02 06:54:45"
"https://tumbleweedwords.com/spiral-staircase.webp","image/webp","200","OK","Indexable","","","0","0","","0","0","","0","","0","","0","","0","","","","","","","","","","80174","80174","80174","30.713","","0","","","","","0.000","1","0","","0","0","0","0.000","0","0","0","0","0","0","","","","","","0.117","Wed, 01 Apr 2026 19:46:02 GMT","","","","","1.1","","","","","","https://tumbleweedwords.com/spiral-staircase.webp","2026-04-02 06:54:45"
"https://tumbleweedwords.com/sitemap.xml","application/xml","200","OK","Indexable","","","0","0","","0","0","","0","","0","","0","","0","","","","","","","","","","1733","1733","1733","0.664","","0","","","","","0.000","1","0","","9","9","0","8.740","0","0","0","0","0","0","","","","","","0.101","Wed, 01 Apr 2026 19:46:02 GMT","","","","","1.1","","","","","","https://tumbleweedwords.com/sitemap.xml","2026-04-02 06:54:46"
"https://tumbleweedwords.com/IMG_20251030_115310956.webp","image/webp","200","OK","Indexable","","","0","0","","0","0","","0","","0","","0","","0","","","","","","","","","","66564","66564","66564","25.499","","0","","","","","0.000","1","0","","0","0","0","0.000","0","0","0","0","0","0","","","","","","0.143","Wed, 01 Apr 2026 19:46:02 GMT","","","","","1.1","","","","","","https://tumbleweedwords.com/IMG_20251030_115310956.webp","2026-04-02 06:54:46"
"https://tumbleweedwords.com/IMG_20240602_130700952_MP.webp","image/webp","200","OK","Indexable","","","0","0","","0","0","","0","","0","","0","","0","","","","","","","","","","71728","71728","71728","27.478","","0","","","","","0.000","1","0","","0","0","0","0.000","0","0","0","0","0","0","","","","","","0.167","Wed, 01 Apr 2026 19:46:02 GMT","","","","","1.1","","","","","","https://tumbleweedwords.com/IMG_20240602_130700952_MP.webp","2026-04-02 06:54:46"
"https://tumbleweedwords.com/IMG_0423.webp","image/webp","200","OK","Indexable","","","0","0","","0","0","","0","","0","","0","","0","","","","","","","","","","177058","177058","177058","67.828","","0","","","","","0.000","2","0","","0","0","0","0.000","0","0","0","0","0","0","","","","","","0.159","Wed, 01 Apr 2026 19:46:02 GMT","","","","","1.1","","","","","","https://tumbleweedwords.com/IMG_0423.webp","2026-04-02 06:54:46"
"https://tumbleweedwords.com/substack-vs-mailchimp-for-writers.html","text/html; charset=utf-8","200","OK","Indexable","","Substack vs Mailchimp for Writers — An Honest Comparison | Tumbleweed Words","75","725","Should writers use Substack or Mailchimp? An honest comparison based on five years of running a literary newsletter — Tumbleweed Words.","135","892","Substack vs Mailchimp writers, best newsletter platform writers, Substack for writers, Mailchimp vs Substack newsletter, literary newsletter platform","149","Substack vs Mailchimp for Writers — An Honest Comparison","56","What Substack does well","23","What Mailchimp does well","24","max-image-preview:large","","","https://tumbleweedwords.com/substack-vs-mailchimp-for-writers.html","","","","","","31002","9092","9092","3.483","","648","101","6.416","67.287","Normal","13.936","2","0","","1","1","0","0.970","22","13","0","8","4","0","","","","","783e8b511c3a4787bd68101eaaf79454","0.187","Wed, 01 Apr 2026 19:46:02 GMT","","","","en","1.1","","","","","","https://tumbleweedwords.com/substack-vs-mailchimp-for-writers.html","2026-04-02 06:54:46"
"https://tumbleweedwords.com/what-makes-a-good-literary-newsletter.html","text/html; charset=utf-8","200","OK","Indexable","","What Makes a Good Literary Newsletter? | Tumbleweed Words","57","550","What separates literary newsletters worth reading from ones that disappear? An honest assessment of what a good literary newsletter actually needs.","147","953","best literary newsletters, good literary newsletter, literary substack newsletters, what makes a good newsletter, literary fiction newsletter","141","What Makes a Good Literary Newsletter?","38","The three qualities a literary newsletter actually needs","56","Written from anywhere Sent to your inbox","40","max-image-preview:large","","","https://tumbleweedwords.com/what-makes-a-good-literary-newsletter.html","","","","","","31112","8986","8986","3.442","","562","91","6.176","73.215","Fairly Easy","11.755","2","0","","3","3","0","2.910","21","12","0","8","3","0","","","","","df2d529e7b259488ee7a75cb33bf102f","0.151","Wed, 01 Apr 2026 19:46:02 GMT","","","","en","1.1","","","","","","https://tumbleweedwords.com/what-makes-a-good-literary-newsletter.html","2026-04-02 06:54:46"
"https://tumbleweedwords.com/00079681-900x900.jpeg","image/jpeg","200","OK","Indexable","","","0","0","","0","0","","0","","0","","0","","0","","","","","","","","","","84033","84033","84033","32.191","","0","","","","","0.000","2","0","","0","0","0","0.000","0","0","0","0","0","0","","","","","","0.313","Wed, 01 Apr 2026 19:46:02 GMT","","","","","1.1","","","","","","https://tumbleweedwords.com/00079681-900x900.jpeg","2026-04-02 06:54:46"
"https://tumbleweedwords.com/this-american-life.jpg","image/jpeg","200","OK","Indexable","","","0","0","","0","0","","0","","0","","0","","0","","","","","","","","","","88731","88731","88731","33.991","","0","","","","","0.000","2","0","","0","0","0","0.000","0","0","0","0","0","0","","","","","","0.138","Wed, 01 Apr 2026 19:46:02 GMT","","","","","1.1","","","","","","https://tumbleweedwords.com/this-american-life.jpg","2026-04-02 06:54:46"
"https://tumbleweedwords.com/IMG_0361.webp","image/webp","200","OK","Indexable","","","0","0","","0","0","","0","","0","","0","","0","","","","","","","","","","106144","106144","106144","40.662","","0","","","","","0.000","2","0","","0","0","0","0.000","0","0","0","0","0","0","","","","","","0.104","Wed, 01 Apr 2026 19:46:02 GMT","","","","","1.1","","","","","","https://tumbleweedwords.com/IMG_0361.webp","2026-04-02 06:54:46"
"https://tumbleweedwords.com/Ginsberg-reading-Howl-1955.jpg","image/jpeg","200","OK","Indexable","","","0","0","","0","0","","0","","0","","0","","0","","","","","","","","","","66427","66427","66427","25.447","","0","","","","","0.000","2","0","","0","0","0","0.000","0","0","0","0","0","0","","","","","","0.118","Wed, 01 Apr 2026 19:46:02 GMT","","","","","1.1","","","","","","https://tumbleweedwords.com/Ginsberg-reading-Howl-1955.jpg","2026-04-02 06:54:46"
"https://tumbleweedwords.com/paris-review-podcast.png","image/png","200","OK","Indexable","","","0","0","","0","0","","0","","0","","0","","0","","","","","","","","","","155138","155138","155138","59.430","","0","","","","","0.000","2","0","","0","0","0","0.000","0","0","0","0","0","0","","","","","","0.139","Wed, 01 Apr 2026 19:46:02 GMT","","","","","1.1","","","","","","https://tumbleweedwords.com/paris-review-podcast.png","2026-04-02 06:54:46"
"https://tumbleweedwords.com/writing-prompts-for-flash-fiction.html","text/html; charset=utf-8","200","OK","Indexable","","The Best Writing Prompts for Flash Fiction | Tumbleweed Words","61","565","Constraint-based flash fiction prompts — grounded in the minimalist tradition, each with a formal constraint and an approach. By Tumbleweed Words.","146","945","flash fiction writing prompts, flash fiction prompts, minimalist fiction prompts, writing prompts short story, creative writing prompts flash fiction","149","The Best Writing Prompts for Flash Fiction","42","Ten prompts grounded in the minimalist tradition","48","Written from anywhere Sent to your inbox","40","max-image-preview:large","","","https://tumbleweedwords.com/writing-prompts-for-flash-fiction.html","","","","","","31068","9016","9016","3.454","","677","141","4.801","88.120","Easy","13.582","2","0","","1","1","0","0.970","22","12","0","8","4","0","","","","","259a3c53b4d97eacbf0e37f7308044ec","0.140","Wed, 01 Apr 2026 19:46:02 GMT","","","","en","1.1","","","","","","https://tumbleweedwords.com/writing-prompts-for-flash-fiction.html","2026-04-02 06:54:46"
"https://tumbleweedwords.com/dua-lipa.jpg","image/jpeg","200","OK","Indexable","","","0","0","","0","0","","0","","0","","0","","0","","","","","","","","","","6242","6242","6242","2.391","","0","","","","","0.000","2","0","","0","0","0","0.000","0","0","0","0","0","0","","","","","","0.141","Wed, 01 Apr 2026 19:46:02 GMT","","","","","1.1","","","","","","https://tumbleweedwords.com/dua-lipa.jpg","2026-04-02 06:54:46"
"https://tumbleweedwords.com/kerouac-scroll-city-lights.html","text/html; charset=utf-8","200","OK","Indexable","","The Scroll, Bar and Bookstore | Tumbleweed Words","48","451","On seeing Kerouac’s On the Road scroll in San Francisco, drinking at Vesuvio, meeting Lawrence Ferlinghetti at City Lights, and the day the manuscript sold for $12 million.","172","1074","","0","The Scroll, Bar and Bookstore","29","$12 million for a scroll","24","One piece of flash fiction or poetry. Free, every week.","55","max-image-preview:large","","","https://tumbleweedwords.com/kerouac-scroll-city-lights.html","","","","","","33186","10052","10052","3.851","","956","153","6.248","91.557","Very Easy","17.014","2","0","","1","1","0","0.970","27","9","0","13","8","0","","","","","8aca13403972322db2428fb4a8e83ec8","0.141","Wed, 01 Apr 2026 19:46:02 GMT","","","","en","1.1","","","","","","https://tumbleweedwords.com/kerouac-scroll-city-lights.html","2026-04-02 06:54:46"
